,idFinal,Segment,Proposal,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,lex
15,557_LibroBAC.pdf,"En este sentido, se plantea la importancia de desarrollar conocimientos, actitudes, destrezas, valores, hábitos y costumbres favorables al logro de una libertad, independencia y cultura financiera, en el contexto del desarrollo económico y social del país.","En este sentido, es importante desarrollar conocimientos, actitudes, destrezas, valores, hábitos y costumbres favorables para lograr libertad, independencia y cultura financiera en el desarrollo económico y social del país.",Fiorella,6,5,,,,,,,,0
16,559_LibroBAC.pdf,"Se trata, igualmente, de presentar la importancia de la educación financiera para contribuir al desarrollo personal, familiar, comunitario, empresarial y social y de revisar el proceso de aprendizaje e instauración de una cultura de prosperidad o éxito y la adopción de decisiones adecuadas para el logro del desarrollo mencionado.","Se trata de presentar la importancia de la educación financiera al contribuir en el desarrollo personal, familiar, comunitario, empresarial y social. También, se propone revisar el proceso de aprendizaje, instaurar una cultura próspera y adoptar las decisiones adecuadas para lograr el desarrollo mencionado.",Fiorella,15,16,5,,,,,,,0
17,560_LibroBAC.pdf,"También, se revisan los principales aspectos que comprende la educación financiera, no sólo en relación con el buen manejo de las herramientas e instrumentos financieros, sino también lo que significa en el contexto económico y social del país y las responsabilidades que deben asumirse.","También, se revisan los principales aspectos que comprenden la educación financiera. Esta revisión se realiza respecto al buen manejo de las herramientas financieras y al significado adquirido en el contexto socioeconómico del país y sobre las responsabilidades que deben asumirse.",Fiorella,15,5,6,,,,,,,0
18,566_LibroBAC.pdf,"En Estados Unidos (2000) una encuesta revela que menos del 60% de los estudiantes de secundaria encuestados, contestaron correctamente pruebas destinadas a medir la habilidad del estudiante para escoger y manejar una tarjeta de crédito, conocimientos sobre el ahorro y la inversión para el retiro, la conciencia sobre el riesgo y la importancia de asegurarse contra el mismo.","Se realizó una encuesta en Estados Unidos, durante el año dos mil, a estudiantes de secundaria para medir su habilidad al escoger y manejar una tarjeta de crédito, sus conocimientos sobre el ahorro y la inversión para el retiro y su conciencia sobre la importancia de asegurarse. Esta encuesta revela que menos del sesenta por ciento de los estudiantes encuestados contestaron correctamente las preguntas.",Fiorella,15,14,19,5,,,,,,0
19,567_LibroBAC.pdf,"En Japón (2000) una encuesta revela que el 71% de los adultos no tienen conocimiento sobre acciones y bonos, 57% no tiene conocimiento de productos financieros en general y 29% no tiene conocimiento sobre seguros, pensiones ni impuestos.","Una encuesta realizada en Japón, durante el año dos mil, revela que el setenta y un porciento de los adultos no sabe sobre acciones y bonos, el cincuenta y siete por ciento no sabe sobre productos financieros en general y el veintinueve porciento no sabe sobre seguros, pensiones ni impuestos.",Fiorella,14,19,6,,,,,,,0
20,568_LibroBAC.pdf,Se estima que si no se mejora la toma de conciencia en materia de educación financiera se van a presentar serios problemas económicos y sociales en el futuro cercano.,Se estima que se presentarían serios problemas socioeconómicos en el futuro cercano si no se mejora la toma de conciencia respecto a la educación financiera.,Fiorella,6,19,,,,,,,,0
21,571_LibroBAC.pdf,"Asimismo, ha publicado en julio de 2005, el documento Recomendaciones sobre Principios y Buenas Prácticas de Educación Financiera y la Toma de Conciencia en esa Materia, que fue adoptado por su Consejo.","Asimismo, ha publicado el documento titulado Recomendaciones sobre Principios y Buenas Prácticas de Educación Financiera y la Toma de Conciencia en esa Materia. Este documento fue publicado en julio de dos mil cinco y fue acogido por el Consejo de esta organización.",Fiorella,14,19,4,,,,,,,0
22,573_LibroBAC.pdf,"Algunos de los principios y buenas prácticas de educación financiera y la toma de conciencia en esa materia, han sido destacados por Barsallo (2005), como sigue: Para comenzar a incursionar sobre este importante tema que nos ocupa digamos, entonces, que la Educación Financiera es el proceso educativo por medio del cual las personas toman conciencia de la importancia de desarrollar conocimientos, actitudes, destrezas, valores, hábitos y costumbres en el manejo de la economía personal y familiar, por medio del conocimiento y la utilización adecuada de las herramientas e instrumentos básicos de la vida financiera.","Barsallo ha destacado algunos de los principios y buenas prácticas de la educación financiera y la toma de conciencia en ese tema. Este experto señala que la Educación Financiera es un proceso educativo y permite tomar conciencia sobre la importancia de desarrollar conocimientos, actitudes, destrezas, valores, hábitos y costumbres en el manejo de la economía personal y familiar. Esto se realiza por medio del conocimiento y la utilización adecuada de las herramientas básicas de la vida financiera.",Fiorella,15,16,5,,,,,,,0
23,575_LibroBAC.pdf,"El análisis de la conceptualización de la educación financiera permite llegar a diversas aproximaciones; pero, en general, los elementos que se consideran tienen relación con los aspectos financieros y su contexto.","El análisis de la educación financiera permite llegar a diversas aproximaciones. Pero, en general, los elementos considerados tienen relación con los aspectos financieros y su contexto.",Fiorella,21,19,5,,,,,,,0
24,577_LibroBAC.pdf,"La educación financiera ha sido definida por la Organización para la Cooperación y el Desarrollo Económicos (OCDE) 7 como el proceso por el cual los consumidores financieros/inversionistas mejoran su entendimiento de productos financieros, conceptos y riesgos, y a través de la información, instrucción y/o consejos objetivos, desarrollan las habilidades y confianza para volverse más conscientes de los riesgos financieros y las oportunidades, para tomar decisiones informadas, para conocer dónde acudir para obtener ayuda, y para tomar otras acciones efectivas para mejorar su bienestar financiero.","La Organización para la Cooperación y el Desarrollo Económicos definió el concepto de educación financiera como el proceso por el que los consumidores inversionistas mejoran su entendimiento sobre los productos financieros, conceptos y riesgos. Además, ellos desarrollan habilidades y confianza a través de la información, instrucción o consejos objetivos. Estas cualidades les permite concientizar sobre los riesgos financieros y las oportunidades. Así, pueden tomar decisiones informadas, conocer dónde acudir para obtener ayuda y tomar otras acciones efectivas para mejorar su bienestar financiero.",Fiorella,15,16,8,7,5,9,6,,,0
25,580_LibroBAC.pdf,"La promoción de la educación financiera no debe ser un sustituto para la regulación financiera, la cual es esencial para proteger a los consumidores.","La promoción de la educación financiera no debe sustituir a la regulación financiera, que es esencial para proteger a los consumidores.",Fiorella,9,6,,,,,,,,0
26,583_LibroBAC.pdf,"La educación financiera debe ser parte de un buen gobierno corporativo de las instituciones financieras, cuya rendición de cuentas y responsabilidad debe ser promovida.","La educación financiera debe ser parte de un buen gobierno corporativo de las instituciones financieras. Además, se debe promover la rendición de cuentas y responsabilidad de dicho gobierno.",Fiorella,9,,,,,,,,,0
27,585_LibroBAC.pdf,"Las instituciones financieras deben promover la revisión de que los clientes lean y comprendan la información que reciben, especialmente cuando se relaciona con compromisos a largo plazo o servicios financieros con consecuencias financieras potencialmente significativas.",Las instituciones financieras deben promover la revisión de que los clientes lean y comprendan la información recibida. Esto se debe realizar especialmente cuando se relaciona con compromisos a largo plazo o servicios financieros con consecuencias económicas potencialmente significativas.,Fiorella,15,17,,,,,,,,0
28,588_LibroBAC.pdf,"Campañas nacionales, sitios Web específicos, servicios gratuitos de información y sistemas de alerta/ advertencia en temas de alto riesgo para los consumidores financieros (tales como el fraude) deben ser promovidos.","Se deben promover las campañas nacionales, sitios Web específicos, servicios gratuitos de información y sistemas de advertencia en temas de alto riesgo para los consumidores financieros.",Fiorella,16,5,7,,,,,,,0
29,589_LibroBAC.pdf,"En cuanto a los resultados concretos, resalta el hecho de que la educación financiera influye en el comportamiento de las personas consumidoras e inversionistas.","Respecto a los resultados concretos, es destacable la influencia de la educación financiera en el comportamiento de las personas consumidoras e inversionistas.",Fiorella,6,19,,,,,,,,0
30,590_LibroBAC.pdf,"Estudios demuestran que: Seminarios sobre planes de retiro ofrecidos en el trabajo incrementan la participación en planes voluntarios de retiro entre un 6 y 12%, así como aumentan la cuota de contribución a estos planes.","Estudios demuestran que los seminarios ofrecidos en el trabajo sobre planes de retiro incrementan la participación en planes voluntarios de retiro entre un seis y un doce por ciento. También, aumentan la cuota de contribución a estos planes.",Fiorella,21,14,19,,,,,,,0
31,842_LibroBAC.pdf,"Si tomamos en cuenta lo anterior, una estrategia de libertad financiera contempla el plan de acción para que usted perciba ingresos de tipo residual.","Si tomamos en cuenta lo anterior, una estrategia de libertad financiera considera el plan de acción para percibir ingresos de tipo residual.",Fiorella,4,5,,,,,,,,0
32,843_LibroBAC.pdf,No hace referencia únicamente a una edad específica en la cual la mayoría de las personas se pensionan como en el caso de las estrategias pensionales.,"No hace referencia únicamente a una edad específica en la que la mayoría de las personas se pensionan, como en las estrategias pensionales.",Fiorella,9,5,,,,,,,,0
33,844_LibroBAC.pdf,El plan de acción de libertad financiera es diferente para cada persona ya que se implementa a partir de la situación actual de cada cual y de acuerdo al objetivo que cada quien tiene en cuanto al monto requerido de ingresos residuales en un momento de tiempo que cada individuo define.,El plan de acción de libertad financiera es diferente para cada persona. Este se implementa según el contexto de cada quien y el objetivo que plantee de acuerdo al monto requerido de ingresos residuales en un momento definido.,Fiorella,5,6,15,,,,,,,0
34,845_LibroBAC.pdf,En la mayoría de los casos involucra la implementación de estrategias de inversión muy especializadas como punto de partida.,La mayoría de los casos involucra la implementación de estrategias de inversión muy especializadas desde el inicio.,Fiorella,7,2,,,,,,,,0
35,2036_LibroBAC.pdf,"Leyes de concomitancia: se componen de relaciones que consisten en que dos o más hechos aparecen juntos constantemente; también se denominan leyes de estructura, dado que los hechos que aparecen juntos, constantemente forman una estructura regular de hechos.","En segundo lugar, las leyes de concomitancia se componen de relaciones donde dos o más hechos aparecen juntos constantemente. También, se denominan leyes de estructura porque los hechos que aparecen juntos forman una estructura regular.",Fiorella,14,15,17,21,5,,,,,0
36,2039_LibroBAC.pdf,"Leyes funcionales, que ocurren cuando existe una relación o nexo entre hechos que pueden ser cuantitativamente mensurables, y por tanto, ser representados mediante funciones matemáticas.","En tercer lugar, las leyes funcionales ocurren cuando existe una relación o nexo entre hechos que pueden ser cuantitativamente mensurables. Por tanto, pueden ser representados mediante funciones matemáticas.",Fiorella,14,17,,,,,,,,0
37,2040_LibroBAC.pdf,"Ejemplo de algunas leyes de la economía de mercado: Cuando la oferta baja, los precios suben.",Un ejemplo de algunas leyes de la economía mercantil es que los precios suben cuando la oferta baja.,Fiorella,19,18,,,,,,,,0
38,2044_LibroBAC.pdf,"Por otra parte, para facilitar el estudio de la economía, ésta se ha dividido en dos grandes campos o áreas, permanentemente mencionadas en los análisis económicos:","Por otra parte, se ha dividido la economía en dos grandes áreas para facilitar su estudio. Estos dos campos siempre son mencionados en los análisis económicos:",Fiorella,19,5,15,1,,,,,,1
39,2045_LibroBAC.pdf,"La Microeconomía que es la rama de la economía que estudia el comportamiento de las unidades de decisión económica individuales, tales como: las familias y las empresas, y la forma en que interactúan en el mercado.",La Microeconomía es la rama de la economía que estudia el comportamiento de las unidades individuales de decisión económica y la forma en que interactúan en el mercado. Algunas de estas unidades son la familia y las emprensas.,Fiorella,15,17,19,,,,,,,0
40,2047_LibroBAC.pdf,"Trata también de descubrir lo que motiva al individuo a gastar o a ahorrar, lo cual es muy importante en los objetivos de este libro.",También intenta descubrir lo que motiva al individuo a gastar o ahorrar. Esto es muy importante en los objetivos de este libro.,Fiorella,17,4,,,,,,,,0
41,2048_LibroBAC.pdf,"Investiga, igualmente, lo relacionado con la determinación de los precios en las empresas o compañías y el comportamiento del principio de la oferta y la demanda, el número de empleados de la compañía y otros factores similares.","Igualmente, investiga lo relacionado con la determinación de los precios en las empresas o compañías. Además, el comportamiento del principio de la oferta y la demanda, el número de empleados de la compañía y otros factores similares.",Fiorella,15,19,,,,,,,,0
42,2050_LibroBAC.pdf,"Estudia las variables globales que afectan el comportamiento económico de un país, tales como la producción total, el ingreso nacional, el gasto nacional, la inversión, el consumo, la balanza de pagos, y otras como la inflación, el empleo, etc.","Esta rama estudia las variables globales que afectan el comportamiento de un país. Unos ejemplos de estas variables son la producción total, el ingreso nacional, el gasto nacional, la inversión, el consumo, la balanza de pagos, la inflación, el empleo, entre otros.",Fiorella,15,5,13,,,,,,,0
43,2052_LibroBAC.pdf,"Al comienzo de la ciencia económica, antes de 1930, los economistas se dedicaban principalmente al análisis microeconómico, sin embargo, a partir de tal fecha cobró fuerza y se hizo una necesidad también el estudio macroeconómico, lo cual es avalado por los cambios que ha ido teniendo el mundo en el campo de la producción y de los mercados, como es actualmente el fenómeno de la globalización, que crea otras perspectivas como los tratados de libre comercio.","Los economistas se dedicaban principalmente al análisis microeconómico al comienzo de la ciencia económica, antes de mil novecientos treinta. Sin embargo, el estudio macroeconómico cobró fuerza y se hizo una necesidad a partir de esa fecha. Este punto es respaldado por los cambios que ha ido teniendo el mundo en la producción y los mercados. Esto se ejemplifica con el fenómeno actual de la globalización, que crea otras perspectivas como los tratados de libre comercio.",Fiorella,15,14,19,5,,,,,,0
44,2055_LibroBAC.pdf,"Como los cambios de la economía global son el resultado de las decisiones de millones de personas, es imposible comprender los fenómenos macroeconómicos sin examinar las decisiones microeconómicas correspondientes.","Los cambios de la economía global son el resultado de las decisiones de millones de personas. Es decir, es imposible comprender los fenómenos macroeconómicos sin examinar las decisiones microeconómicas correspondientes.",Fiorella,7,15,99,,,,,,,0
45,2056_LibroBAC.pdf,"Una economía ideal, perfectamente competitiva, extrae de los recursos existentes en la sociedad la cantidad máxima posible de bienes y servicios útiles, de manera que todos los habitantes del país puedan acceder a ellos y gozar de sus beneficios.","Una economía ideal y perfectamente competitiva extrae la cantidad máxima posible de bienes y servicios útiles de los recursos existentes en la sociedad. De esta manera, todos los habitantes del país pueden acceder a ellos y gozar de sus beneficios.",Fiorella,15,16,19,,,,,,,0
46,2057_LibroBAC.pdf,"Pero el mercado no siempre se comporta de acuerdo con este ideal perfecto; en las economías de mercado hay monopolios (una única empresa ofrece una mercancía o servicio), contaminación, desempleo e inflación (aumento anual porcentual del nivel general de precios), y la distribución de la renta de las sociedades a veces se considera poco equitativa.","Pero el mercado no siempre se comporta de acuerdo a este ideal perfecto. Las economías de mercado tienen monopolios (una única empresa ofrece una mercancía o servicio), contaminación, desempleo e inflación (aumento anual porcentual del nivel general de precios). Además, a veces se considera la distribución de la renta como poco equitativa.",Fiorella,15,21,7,5,19,,,,,0
47,2066_LibroBAC.pdf,El factor más determinante que lleva a organizar la producción en empresas son las economías de la producción en serie.,Las economías de la producción en serie son el factor más determinante que lleva a organizar la producción en empresas.,Fiorella,19,21,,,,,,,,0
48,2067_LibroBAC.pdf,"Para que la producción sea más eficiente, se necesita maquinaria especializada y fábricas, cadenas de montaje y una división del trabajo en un gran número de pequeñas operaciones.","Se necesita maquinaria especializada, fábricas y cadenas de montaje para que la producción sea más eficiente. También se necesita una división del trabajo en varias pequeñas operaciones.",Fiorella,19,15,5,,,,,,,0
49,2068_LibroBAC.pdf,"Si la especialización y la división del trabajo no fueran necesarias, cada uno de nosotros podría producir nuestra propia electricidad, nuestro propio reloj digital y nuestra propia camisa en nuestra casa.","La especialización y la división del trabajo son necesarias. Si no fuera así, cada uno de nosotros podría producir su propia electricidad, su reloj digital y su camisa en su casa.",Fiorella,15,7,5,,,,,,,0
50,2069_LibroBAC.pdf,"Es evidente que no podemos hacer esas proezas, por lo que la eficiencia obliga, por lo general, a producir en gran escala en las empresas.","Evidentemente, no podemos hacer esas proezas. Por lo tanto, la eficiencia obliga a producir en gran escala en las empresas.",Fiorella,15,16,6,,,,,,,0
51,5296_LibroBAC.pdf,"Por otro lado, los activos netos son los activos que se tienen, descontadas o deducidas las deudas, por ejemplo, hipotecas.","Por otro lado, los activos netos son los activos obtenidos tras descontar deudas como la hipoteca, por ejemplo.",Fiorella,5,6,19,,,,,,,0
52,5297_LibroBAC.pdf,"Los activos líquidos son un suplemento importante al ingreso presente, especialmente durante periodos de emergencia familiar cuando se necesita la capacidad para gastar más.","Los activos líquidos suplementan al ingreso recibido, especialmente durante periodos de emergencia familiar, cuando se necesita la capacidad para gastar más.",Fiorella,4,6,,,,,,,,0
53,5298_LibroBAC.pdf,"Lamentablemente, muchas familias no sólo reciben ingresos muy limitados, sino que una gran cantidad de ellas tiene muy pocos o ningunos activos financieros.","Lamentablemente, muchas familias reciben ingresos muy limitados y la mayoría de ellas tiene muy pocos activos financieros o ninguno.",Fiorella,5,19,,,,,,,,0
54,5300_LibroBAC.pdf,"En la práctica que venimos sugiriendo, como paso final, usted debe elaborar una lista con todos sus activos, que como antes dijimos, son todas las cosas que posee y evaluarlas.","Como paso final de la práctica sugerida, usted debe elaborar una lista con todos sus activos y evaluarlos. Es decir, valorar todas las cosas que posee.",Fiorella,17,19,,,,,,,,0
55,5302_LibroBAC.pdf,Una de las cosas que debe calcular es cuanto es el valor neto propio.,El valor neto propio es uno de los elementos que debe calcular.,Fiorella,19,4,,,,,,,,0
56,5304_LibroBAC.pdf,"Usted puede llegar a tener un valor neto negativo y muchas personas de verdad lo tienen, lo cual significa sencillamente que usted debe más de lo que tiene.",Usted podría tener un valor neto negativo y muchas personas lo tienen. Esto ocurre cuando se debe más de lo que se tiene.,Fiorella,6,5,17,19,,,,,,0
57,5307_LibroBAC.pdf,"Por lo tanto, sume todos sus gastos y el servicio de sus deudas en una cuenta y luego réstelas de su ingreso mensual.","Por lo tanto, tome su ingreso mensual y réstele todos sus gastos y sus deudas.",Fiorella,19,5,,,,,,,,0
58,5308_LibroBAC.pdf,"Aquí puede terminar también con un saldo negativo, lo cual significa que usted está gastando cada mes más de lo que le entra o recibe.","Tras este proceso, también se puede obtener un saldo negativo. Este resultado significa que está gastando por mes más de lo que recibe.",Fiorella,17,2,5,,,,,,,0
59,5310_LibroBAC.pdf,"Usualmente, un saldo negativo termina reflejándose en aumentos en los saldos de las tarjetas de crédito o en la solicitud de nuevos préstamos, lo cual hace que su balance en el mes siguiente sea aún más negativo.","Usualmente, un saldo negativo se refleja en aumentos en los saldos de las tarjetas de crédito o en la solicitud de nuevos préstamos. Esta situación hace que su balance sea aún más negativo en el mes siguiente.",Fiorella,15,5,19,,,,,,,0
60,5311_LibroBAC.pdf,"De la anterior experiencia, lo que procede ahora, es el desarrollo del presupuesto en sí, al cual nos referiremos enseguida, según los aspectos que nos propusimos abordar en este capítulo.","De la anterior experiencia, procede referirse al desarrollo del presupuesto en sí. Esto se abordará según los aspectos propuestos en este capítulo.",Fiorella,15,5,6,,,,,,,0
61,5312_LibroBAC.pdf,"Aun cuando este es un tema que se analizará luego con más detalle en este mismo Libro Maestro, digamos sobre el presupuesto, en visión económica amplia, que el ingreso, al cual ya se hizo alusión, solamente ofrece una parte del panorama económico de individuos y familia.","Este es un tema que se analizará luego con más detalle en este mismo Libro Maestro. Sin embargo, se puede decir que el ingreso solo ofrece una parte del panorama económico de individuos y familia respecto al tema del presupuesto.",Fiorella,15,16,5,19,,,,,,0
62,5313_LibroBAC.pdf,"Esto hace surgir una pregunta interesante que es bueno tenerla como referencia para distintos efectos: exactamente, ¿cuánto cuesta a una familia promedio proveerse de los bienes necesarios para un nivel de vida decente?",Esto genera la pregunta: ¿cuánto le cuesta exactamente a una familia proveerse de los bienes necesarios para una vida decente? Esta es una duda interesante que funciona como referencia para distintos efectos.,Fiorella,15,5,19,,,,,,,0
63,5315_LibroBAC.pdf,"Ya que los costos varían permanentemente, dado que algunas familias son más grandes que otras, y puesto que algunas requieren más por miembro que otras, varían los cálculos del costo real de proveer las necesidades familiares, pero por ello mismo, en la administración de las finanzas personales y familiares, un buen comienzo para diferentes decisiones es conocer, a partir del presupuesto, con otros beneficios que este aporta, qué es o cuánto es lo que requiere su familia para su sostenimiento.","Los cálculos del gasto real de proveer las necesidades familiares varían permanentemente por la cantidad de miembros o por el gasto que implica cada uno de ellos. Por esto, se debe conocer qué o cuánto se requiere para sostener a su familia al momento de tomar decisiones y al administrar las finanzas personales y familiares.",Fiorella,15,19,5,6,17,,,,,0
64,5316_LibroBAC.pdf,Traigamos al caso este ejemplo decisional: Mariana elaboró y revisó su presupuesto y se dio cuenta de que estaba gastando más de lo que ganaba.,Un ejemplo decisional sería: Mariana elaboró y revisó su presupuesto y se dio cuenta de que sus gastos eran mayores a sus ganancias.,Fiorella,17,5,,,,,,,,0
65,5318_LibroBAC.pdf,"Identificó que si ella quería ahorrar $100 al mes, tendría que recortar sus gastos, ganar más dinero o ambas cosas.","Ella identificó la necesidad de recortar sus gastos, ganar más dinero o ambos su quería ahorrar cien dólares al mes.",Fiorella,14,19,17,,,,,,,0
